ticker,bench,events_total,days_with_entry,advanced_events_total,stack_10m_best_long_rate,stack_10m_best_long_total,stack_10m_best_long_lo,stack_10m_best_long_hi,stack_10m_best_long_avg_move,stack_10m_best_short_rate,stack_10m_best_short_total,stack_10m_best_short_lo,stack_10m_best_short_hi,stack_10m_best_short_avg_move,stack_30m_best_long_rate,stack_30m_best_long_total,stack_30m_best_long_lo,stack_30m_best_long_hi,stack_30m_best_long_avg_move,stack_30m_best_short_rate,stack_30m_best_short_total,stack_30m_best_short_lo,stack_30m_best_short_hi,stack_30m_best_short_avg_move,devsig_10m_best_long_rate,devsig_10m_best_long_total,devsig_10m_best_long_lo,devsig_10m_best_long_hi,devsig_10m_best_long_avg_move,devsig_10m_best_short_rate,devsig_10m_best_short_total,devsig_10m_best_short_lo,devsig_10m_best_short_hi,devsig_10m_best_short_avg_move,devsig_30m_best_long_rate,devsig_30m_best_long_total,devsig_30m_best_long_lo,devsig_30m_best_long_hi,devsig_30m_best_long_avg_move,devsig_30m_best_short_rate,devsig_30m_best_short_total,devsig_30m_best_short_lo,devsig_30m_best_short_hi,devsig_30m_best_short_avg_move,bench_10m_best_long_rate,bench_10m_best_long_total,bench_10m_best_long_lo,bench_10m_best_long_hi,bench_10m_best_long_avg_move,bench_10m_best_short_rate,bench_10m_best_short_total,bench_10m_best_short_lo,bench_10m_best_short_hi,bench_10m_best_short_avg_move,bench_30m_best_long_rate,bench_30m_best_long_total,bench_30m_best_long_lo,bench_30m_best_long_hi,bench_30m_best_long_avg_move,bench_30m_best_short_rate,bench_30m_best_short_total,bench_30m_best_short_lo,bench_30m_best_short_hi,bench_30m_best_short_avg_move,adv_stack_10m_best_long_rate,adv_stack_10m_best_long_total,adv_stack_10m_best_long_lo,adv_stack_10m_best_long_hi,adv_stack_10m_best_long_avg_move,adv_stack_10m_best_short_rate,adv_stack_10m_best_short_total,adv_stack_10m_best_short_lo,adv_stack_10m_best_short_hi,adv_stack_10m_best_short_avg_move,adv_stack_30m_best_long_rate,adv_stack_30m_best_long_total,adv_stack_30m_best_long_lo,adv_stack_30m_best_long_hi,adv_stack_30m_best_long_avg_move,adv_stack_30m_best_short_rate,adv_stack_30m_best_short_total,adv_stack_30m_best_short_lo,adv_stack_30m_best_short_hi,adv_stack_30m_best_short_avg_move,adv_devsig_10m_best_long_rate,adv_devsig_10m_best_long_total,adv_devsig_10m_best_long_lo,adv_devsig_10m_best_long_hi,adv_devsig_10m_best_long_avg_move,adv_devsig_10m_best_short_rate,adv_devsig_10m_best_short_total,adv_devsig_10m_best_short_lo,adv_devsig_10m_best_short_hi,adv_devsig_10m_best_short_avg_move,adv_devsig_30m_best_long_rate,adv_devsig_30m_best_long_total,adv_devsig_30m_best_long_lo,adv_devsig_30m_best_long_hi,adv_devsig_30m_best_long_avg_move,adv_devsig_30m_best_short_rate,adv_devsig_30m_best_short_total,adv_devsig_30m_best_short_lo,adv_devsig_30m_best_short_hi,adv_devsig_30m_best_short_avg_move,adv_bench_10m_best_long_rate,adv_bench_10m_best_long_total,adv_bench_10m_best_long_lo,adv_bench_10m_best_long_hi,adv_bench_10m_best_long_avg_move,adv_bench_10m_best_short_rate,adv_bench_10m_best_short_total,adv_bench_10m_best_short_lo,adv_bench_10m_best_short_hi,adv_bench_10m_best_short_avg_move,adv_bench_30m_best_long_rate,adv_bench_30m_best_long_total,adv_bench_30m_best_long_lo,adv_bench_30m_best_long_hi,adv_bench_30m_best_long_avg_move,adv_bench_30m_best_short_rate,adv_bench_30m_best_short_total,adv_bench_30m_best_short_lo,adv_bench_30m_best_short_hi,adv_bench_30m_best_short_avg_move,corr,beta
ACHC,IWM,19,19,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6429,14,3.0,3.0,0.4811,0.6212,66,-1.0,0.0,-0.3261,0.6552,29,3.0,4.0,0.6642,0.65,20,1.0,1.0,-0.4577,,,,,,,,,,,,,,,,,,,,,,,,,,0.6341,41,1.0,1.0,-0.3669,0.65,20,-2.0,-2.0,0.7138,,,,,,0.6264,0.6837
ACHR,ITA,40,40,475,,,,,,,,,,,,,,,,0.6364,11,-1.0,-1.0,-2.1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,25,-4.0,-4.0,0.6453,0.6,55,-1.0,-1.0,-0.2909,0.68,25,2.0,2.0,0.6294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.675,40,-2.0,-2.0,-0.4104,0.7143,35,1.0,1.0,0.872,0.6316,38,-2.0,-2.0,-0.6808,0.819,1.9114
ACHV,XBI,26,27,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,11,-1.0,-1.0,0.5263,0.7143,14,3.0,3.0,-0.494,0.6471,17,1.0,1.0,0.5955,0.6875,16,-2.0,-2.0,-0.7409,,,,,,,,,,,,,,,,,,,,,0.6279,43,0.0,0.0,0.473,0.6721,61,1.0,3.0,-0.7656,0.6197,71,-1.0,0.0,0.6859,0.6,15,2.0,2.0,-1.2156,0.6247,0.8207
ACI,XLP,27,27,247,0.6875,16,0.0,0.0,0.9591,,,,,,0.625,16,0.0,0.0,1.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6404,89,-1.0,0.0,-0.2207,,,,,,0.6522,92,-1.0,0.0,-0.3397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6444,180,-1.0,1.0,-0.3345,0.714,1.118
ACIW,IGV,10,10,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,-2.0,-2.0,0.175,0.6769,65,0.0,1.0,-0.2339,0.6667,30,2.0,3.0,0.4225,0.6667,30,1.0,1.0,-0.3955,,,,,,,,,,,,,,,,,,,,,0.6667,18,-2.0,-2.0,0.3292,0.625,32,1.0,2.0,-0.2005,0.623,61,0.0,1.0,0.4205,0.7931,29,-1.0,-1.0,-0.3587,0.7791,0.6868
ACLS,SOXX,12,12,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7692,13,0.0,0.0,0.745,0.7273,11,2.0,2.0,-0.1313,0.7391,23,-5.0,-4.0,0.7712,0.6364,11,-1.0,-1.0,-0.9957,,,,,,,,,,,,,,,,,,,,,0.7714,35,-2.0,0.0,0.5585,0.625,16,2.0,2.0,-0.157,0.72,25,-1.0,0.0,0.8556,0.625,16,3.0,3.0,-0.777,0.9521,0.9635
ACMR,SOXX,38,38,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6818,22,5.0,6.0,0.65,0.7273,11,0.0,0.0,-1.28,0.6364,11,2.0,2.0,1.66,0.6429,14,-2.0,-2.0,-0.9456,,,,,,,,,,,,,,,,,,,,,0.6875,32,4.0,5.0,0.4441,0.6,15,-2.0,-2.0,-1.21,0.6364,22,-1.0,-1.0,1.2829,0.6087,23,1.0,1.0,-0.805,0.8863,1.2892
ACN,IGV,38,38,281,,,,,,0.6,15,-1.0,-1.0,-1.1433,0.6667,15,-1.0,-1.0,1.395,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,-1.0,-1.0,1.1783,,,,,,0.7,10,-1.0,-1.0,1.02,,,,,,0.6129,31,2.0,3.0,0.2611,,,,,,0.7,10,-15.0,-15.0,0.6486,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,30,1.0,1.0,0.2089,0.6429,56,-1.0,-1.0,-0.49,0.6562,32,1.0,1.0,0.3605,0.6667,21,2.0,2.0,-0.37,0.737,0.9764
ACRS,IWM,11,11,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7222,18,-2.0,-2.0,-0.4292,0.6154,13,-3.0,-3.0,0.34,0.6842,57,-1.0,0.0,-0.4474,,,,,,,,,,,,,,,,,,,,,,,,,,0.6562,32,1.0,1.0,-0.4286,,,,,,,,,,,0.6887,0.9677
ACRV,XBI,21,24,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,12,-2.0,-2.0,-0.3567,,,,,,0.7391,23,-3.0,-2.0,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,54,-1.0,1.0,-0.4139,,,,,,0.75,16,-1.0,-1.0,-0.9692,0.5766,0.7877
ACVA,IGV,19,19,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,15,-4.0,-4.0,0.227,0.6667,63,-3.0,-1.0,-0.3267,0.625,64,-1.0,0.0,0.512,0.7222,36,2.0,3.0,-0.6235,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,42,-1.0,-1.0,-0.4182,0.6,10,3.0,3.0,0.395,0.65,20,-4.0,-3.0,-0.5485,0.6413,0.6219
ADAM,SPY,20,20,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9167,12,0.0,0.0,0.7809,,,,,,0.6923,13,2.0,2.0,0.1756,0.6771,96,-2.0,0.0,-0.1772,0.6667,15,2.0,2.0,0.154,0.7255,51,-2.0,-1.0,-0.3141,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,60,-1.0,-1.0,-0.1745,,,,,,0.6842,57,-1.0,-1.0,-0.3115,0.6484,0.7519
ADBE,IGV,40,40,438,0.9091,11,1.0,1.0,0.837,,,,,,0.7273,11,1.0,1.0,1.1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,15,-4.0,-4.0,0.3211,0.6102,59,0.0,0.0,-0.1542,0.6,15,-5.0,-5.0,0.2556,0.6094,64,-1.0,-1.0,-0.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7333,15,-3.0,-3.0,0.3255,0.6757,74,-1.0,-1.0,-0.5784,0.7725,1.1011
ADBG,SPY,40,40,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6286,35,-1.0,0.0,1.9145,,,,,,0.6667,21,0.0,0.0,2.3607,,,,,,,,,,,0.7778,18,-1.0,-1.0,-0.5721,0.619,21,2.0,2.0,0.9554,0.7333,15,-2.0,-2.0,-0.7818,,,,,,,,,,,,,,,,,,,,,,,,,,0.6818,22,1.0,1.0,-0.6593,,,,,,0.6818,22,1.0,1.0,-1.2507,-0.2315,-1.4733
ADBU,SPY,10,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1988,-1.346
ADCT,SPY,17,17,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6623,77,-5.0,-1.0,-0.789,,,,,,0.619,21,-3.0,-3.0,-3.3015,,,,,,,,,,,,,,,,,,,,,,,,,,0.6389,72,-1.0,-1.0,-1.2791,,,,,,,,,,,0.3042,0.8686
ADEA,QQQ,35,35,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8462,13,0.0,0.0,-1.8882,,,,,,,,,,,0.625,32,-2.0,-2.0,0.457,0.6667,12,4.0,4.0,-0.305,0.6452,31,-2.0,-2.0,0.584,0.6774,31,0.0,0.0,-0.4581,,,,,,,,,,,,,,,,,,,,,0.6364,11,2.0,2.0,0.3886,,,,,,,,,,,,,,,,0.8673,1.689
ADI,SOXX,39,39,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6098,41,1.0,1.0,0.3056,0.6129,31,0.0,0.0,-0.2463,0.6667,39,1.0,1.0,0.5558,0.6591,44,3.0,4.0,-0.3486,,,,,,,,,,,,,,,,,,,,,0.6944,36,4.0,5.0,0.256,,,,,,0.6238,101,-1.0,2.0,0.4522,0.6667,36,-4.0,-3.0,-0.3796,0.9433,0.631
ADM,IWM,15,15,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7368,19,-3.0,-3.0,0.1086,0.6552,29,-2.0,-2.0,-0.2321,0.64,50,-1.0,-1.0,0.4053,0.7097,31,-2.0,-2.0,-0.3068,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,10,-3.0,-3.0,-0.2186,,,,,,0.8,10,-3.0,-3.0,-0.2587,0.283,0.2138
ADMA,IBB,26,26,230,,,,,,0.6154,13,0.0,0.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,10,-4.0,-4.0,0.3086,0.7273,55,1.0,3.0,-0.2757,,,,,,0.7636,55,1.0,3.0,-0.411,,,,,,,,,,,,,,,,,,,,,,,,,,0.6462,65,0.0,0.0,-0.25,,,,,,0.6094,64,0.0,0.0,-0.4397,0.3371,0.5407
ADP,SPY,11,11,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,10,-3.0,-3.0,0.0925,0.6364,22,1.0,1.0,-0.2557,0.6591,44,-3.0,-2.0,0.2548,0.6667,15,3.0,3.0,-0.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6429,14,1.0,1.0,-0.2567,-0.2517,-0.5032
ADPT,SPY,20,20,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,12,0.0,0.0,1.8663,,,,,,,,,,,,,,,,0.6053,38,1.0,1.0,0.4365,,,,,,0.6,10,8.0,8.0,0.71,0.8182,11,-4.0,-4.0,-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,-2.0,-2.0,-0.3483,,,,,,,,,,,0.67,1.9526
ADSK,IGV,29,29,247,,,,,,0.7,10,-1.0,-1.0,-1.1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6364,11,-1.0,-1.0,1.5186,,,,,,0.6667,45,-5.0,-3.0,0.343,0.6905,42,0.0,0.0,-0.1659,0.7083,24,-5.0,-4.0,0.4682,0.7,40,0.0,0.0,-0.3514,,,,,,,,,,,,,,,,,,,,,0.6,10,-4.0,-4.0,0.37,0.6327,49,-1.0,-1.0,-0.2926,0.7,10,-3.0,-3.0,0.3143,0.6596,47,-1.0,-1.0,-0.4503,0.7841,1.0788
ADT,XLI,19,19,239,0.8,10,-1.0,-1.0,0.7738,,,,,,0.8182,11,-1.0,-1.0,0.6678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.685,127,0.0,1.0,-0.122,,,,,,0.6111,126,0.0,1.0,-0.2394,,,,,,,,,,,,,,,,,,,,,,,,,,0.6587,126,0.0,1.0,-0.1416,,,,,,0.7609,46,1.0,1.0,-0.2269,0.2682,0.2649
ADTN,SOXX,26,26,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6957,23,-5.0,-4.0,0.5131,0.8182,11,4.0,4.0,-0.9189,0.6562,32,-4.0,-3.0,0.6638,0.65,20,2.0,2.0,-0.4715,,,,,,,,,,,,,,,,,,,,,0.7368,19,0.0,0.0,0.8214,0.6,15,4.0,4.0,-0.4144,0.6471,17,0.0,0.0,1.08,0.8,10,-5.0,-5.0,-1.0613,0.8293,0.5009
ADTX,SPY,25,25,351,,,,,,0.7,10,-15.0,-15.0,-2.9,,,,,,0.8,10,-15.0,-15.0,-5.635,,,,,,,,,,,,,,,,,,,,,0.6,10,-1.0,-1.0,4.1517,,,,,,,,,,,0.6818,22,-1.0,0.0,-15.6173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6957,23,1.0,1.0,-2.3594,,,,,,0.6138,145,0.0,0.0,-7.3549,-0.3643,-10.7968
ADUR,SPY,30,33,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6429,14,0.0,0.0,-2.4256,,,,,,,,,,,,,,,,0.7143,14,-2.0,-2.0,-0.56,0.6,10,-1.0,-1.0,0.7183,0.75,24,-3.0,-2.0,-0.6683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6396,111,-1.0,0.0,-0.9175,0.6906,2.2634
AEG,IBIT,34,34,222,,,,,,,,,,,0.6875,16,0.0,0.0,0.3945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6532,173,-2.0,1.0,-0.0968,,,,,,0.6316,19,-2.0,-2.0,-0.0883,,,,,,,,,,,,,,,,,,,,,,,,,,0.6727,110,-3.0,0.0,-0.1135,,,,,,0.625,24,-4.0,-4.0,-0.2033,0.3753,0.1534
AEHL,IWM,22,33,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,-1.0,-1.0,3.0967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6905,42,0.0,1.0,-1.8859,,,,,,0.641,39,0.0,1.0,-3.0464,0.1657,0.8205
AEHR,SOXX,40,40,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6591,44,1.0,3.0,0.9966,0.6667,12,-3.0,-3.0,-0.8213,0.619,21,5.0,6.0,3.6023,0.6923,13,-4.0,-4.0,-0.8356,,,,,,,,,,,,,,,,,,,,,0.6154,52,3.0,4.0,0.5931,0.6842,19,-2.0,-2.0,-0.7362,0.6818,44,-1.0,0.0,1.5387,0.7222,36,-3.0,-2.0,-1.1931,0.9328,1.3819
AEIS,QQQ,20,20,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6053,38,-5.0,-4.0,0.4152,0.75,16,-3.0,-3.0,-0.305,0.6111,18,2.0,2.0,0.7873,0.6667,18,4.0,4.0,-0.3425,,,,,,,,,,,,,,,,,,,,,0.6667,33,1.0,1.0,0.2377,,,,,,,,,,,0.6486,37,-3.0,-2.0,-0.7004,0.8638,2.2547
AEM,GDX,38,38,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,30,-1.0,-1.0,-0.1878,,,,,,0.6491,57,-4.0,-3.0,-0.3895,,,,,,,,,,,,,,,,,,,,,0.6071,28,-4.0,-4.0,0.1424,0.64,25,-3.0,-3.0,-0.2275,0.6111,18,0.0,0.0,0.6627,0.72,25,-3.0,-3.0,-0.3322,0.8157,0.6807
AEMD,IWM,14,25,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,18,15.0,15.0,-4.26,,,,,,0.75,16,15.0,15.0,-5.42,,,,,,,,,,,,,,,,,,,,,,,,,,0.6316,19,1.0,1.0,-2.5525,,,,,,0.6842,19,-1.0,-1.0,-2.5546,0.2623,1.4899
AEO,IWM,25,25,248,,,,,,,,,,,,,,,,0.6,10,0.0,0.0,-0.8067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,12,0.0,0.0,-0.9888,0.7143,14,-3.0,-3.0,0.272,0.68,25,2.0,2.0,-0.9912,0.6585,41,2.0,3.0,0.517,0.6667,12,-4.0,-4.0,-0.5375,,,,,,,,,,,,,,,,,,,,,0.85,20,-2.0,-2.0,0.2824,,,,,,0.75,20,-2.0,-2.0,0.4947,0.7,10,-3.0,-3.0,-0.1986,0.6453,0.8621
AEP,XLU,19,19,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6429,28,-2.0,-2.0,-0.1306,,,,,,0.6774,93,-2.0,-1.0,-0.1959,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,25,1.0,1.0,-0.2012,,,,,,0.68,25,1.0,1.0,-0.2582,0.7709,0.9119
AES,IWM,29,29,242,0.75,12,-1.0,-1.0,0.2211,0.7647,17,0.0,0.0,-0.1115,0.75,12,-1.0,-1.0,0.1889,0.7059,17,0.0,0.0,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7574,235,-1.0,0.0,-0.0211,,,,,,0.6625,240,-1.0,0.0,-0.0359,,,,,,,,,,,,,,,,,,,,,,,,,,0.7477,222,-3.0,1.0,-0.0207,,,,,,0.6786,196,-1.0,1.0,-0.0362,0.4566,0.0838
AESI,OIH,12,12,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,3.0,3.0,0.4183,0.6667,18,-3.0,-3.0,-0.3258,,,,,,0.6842,38,2.0,4.0,-0.6173,,,,,,,,,,,,,,,,,,,,,0.6042,48,-1.0,-1.0,0.2797,0.8065,31,-4.0,-3.0,-0.2768,,,,,,0.6522,46,1.0,2.0,-0.523,0.7337,1.2526
AEVA,QQQ,36,36,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,22,-2.0,-1.0,0.725,0.7083,24,-8.0,-7.0,-0.99,0.8333,12,4.0,4.0,2.372,0.7692,13,0.0,0.0,-1.247,,,,,,,,,,,,,,,,,,,,,0.6102,59,0.0,0.0,0.6397,,,,,,0.6053,114,0.0,2.0,1.3245,0.7273,11,-3.0,-3.0,-0.9475,0.8934,2.2899
AFRM,SPY,37,37,266,0.6,10,1.0,1.0,0.9283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6154,13,-1.0,-1.0,-1.0825,,,,,,0.6154,13,-1.0,-1.0,-1.8287,0.6667,24,1.0,1.0,0.3194,0.619,21,2.0,2.0,-0.3931,0.72,25,0.0,0.0,0.6656,0.625,24,-3.0,-3.0,-0.26,,,,,,,,,,,,,,,,,,,,,0.6875,16,1.0,1.0,0.3345,,,,,,0.7143,14,1.0,1.0,0.593,0.6364,11,-2.0,-2.0,-0.5686,0.6701,1.677
AG,GDX,40,40,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6818,22,-4.0,-4.0,0.3487,0.6571,35,-3.0,-3.0,-0.2657,,,,,,0.7179,39,-3.0,-3.0,-0.7125,,,,,,,,,,,,,,,,,,,,,0.6667,36,-4.0,-4.0,0.3029,0.662,71,-3.0,-2.0,-0.3549,0.6316,38,1.0,1.0,0.6462,0.7222,36,-3.0,-3.0,-0.5146,0.9525,1.0912
AGEN,QQQ,17,20,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6562,32,0.0,1.0,-0.9248,,,,,,0.6,20,-1.0,-1.0,-0.8992,,,,,,,,,,,,,,,,,,,,,,,,,,0.6842,38,0.0,0.0,-0.6423,,,,,,0.6,25,-2.0,-2.0,-2.048,0.6813,0.6207
AGG,IWM,16,16,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6148,135,0.0,0.0,-0.0172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,20,-2.0,-2.0,0.0317,0.6302,192,-1.0,1.0,-0.0173,0.6,20,-2.0,-2.0,0.0425,0.6149,148,-1.0,0.0,-0.0274,0.6205,0.1655
AGI,GDX,38,38,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6154,13,-5.0,-5.0,0.1412,0.7647,17,3.0,3.0,-0.1754,,,,,,0.6667,15,0.0,0.0,-0.574,,,,,,,,,,,,,,,,,,,,,0.64,25,-1.0,-1.0,0.1831,0.6667,54,2.0,3.0,-0.2619,0.6,30,-2.0,-2.0,0.5956,0.6071,56,-4.0,-3.0,-0.4124,0.9679,0.874
AGIX,QQQ,28,30,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,12,0.0,0.0,-0.8222,,,,,,0.7,10,0.0,0.0,-0.9614,0.6154,39,0.0,1.0,0.2333,0.6,20,-2.0,-2.0,-0.1675,0.625,40,0.0,1.0,0.4008,0.625,24,-1.0,-1.0,-0.502,,,,,,,,,,,,,,,,,,,,,0.6429,42,0.0,0.0,0.1819,,,,,,0.6875,16,1.0,1.0,0.2173,,,,,,0.8698,1.1506
AGNC,SPY,40,40,341,0.7,20,0.0,0.0,0.4579,,,,,,0.9,20,0.0,0.0,0.4861,,,,,,,,,,,,,,,,,,,,,,,,,,0.7143,21,0.0,0.0,0.4347,,,,,,0.9048,21,0.0,0.0,0.4737,,,,,,0.6,15,2.0,2.0,0.1144,0.6386,166,0.0,1.0,-0.1141,0.6154,13,2.0,2.0,0.1238,0.6581,117,-2.0,-1.0,-0.1723,,,,,,,,,,,,,,,,,,,,,,,,,,0.6224,143,0.0,0.0,-0.1026,,,,,,0.6378,127,-2.0,-1.0,-0.1604,0.6044,0.5824
AGNT,VNQ,10,10,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6522,23,0.0,0.0,0.4887,0.7647,17,1.0,1.0,-0.5015,0.6,20,-2.0,-2.0,0.4675,0.6557,61,-1.0,1.0,-0.5822,,,,,,,,,,,,,,,,,,,,,0.625,24,-2.0,-2.0,0.5493,0.6195,113,-1.0,0.0,-0.4051,,,,,,,,,,,0.4423,1.1582
AGPU,SPY,21,29,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,0.0,0.0,-4.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,15,-1.0,-1.0,1.2089,,,,,,,,,,,,,,,,0.5757,2.2234
AGQ,IWM,40,40,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,12,-1.0,-1.0,-1.4489,,,,,,0.6667,12,-1.0,-1.0,-1.745,0.6377,69,-1.0,0.0,0.5027,0.6667,42,4.0,6.0,-0.4893,0.6538,26,-4.0,-4.0,1.1771,0.6,30,-2.0,-2.0,-0.7117,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,12,-3.0,-3.0,-0.4856,,,,,,0.6364,11,-3.0,-3.0,-0.92,0.6507,3.8835
AGX,XLI,15,15,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,20,0.0,0.0,0.5442,,,,,,0.6429,28,2.0,3.0,0.5639,0.75,12,4.0,4.0,-1.0444,,,,,,,,,,,,,,,,,,,,,0.6786,28,1.0,1.0,0.4963,,,,,,,,,,,0.6,30,-1.0,-1.0,-1.0767,0.6965,1.9087
